Player,Team,Pos,# of Top 5 Szns,# of Top 12 Szns,# of Top 24 Szns,Draft,Age,Draft Year,Cr.Year,SZN Year,POS RK,PPG POS RK,TEAM POS RK,GMs,Opps,TGT%,EPG,FPOE/G,aDot,Yd/TMAtt / G,PPG (PPR),TD Rate (YD/TD),Dominator (rec),Opportunity Share (% of team - non qb - RuAtt and Tgts),PPR,.5ppr,STD,SIXPT,FFPC,DK,FD,Snaps,Snap%,Tgt,Tgt Shr,Att,% Tm Att,Opps,% Tm Opps,Yards,Att,Comp,Comp%,TD,Int,Yd/Att,Rating,Total,Completed,Conv%,AY/Att,EP,FPOE,PaEP,PaFPOE,ruEP,ruFPOE,reEP,reFPOE,Att,Yards,TD,RUSH TD% (TD/ATT),YPC,% Tm Att,FumL,Tgt,Rec,Yards,TD,TD% (REC/TD,YPR,Yd/Tgt,TGT%,AirYards,AY/Tgt,YAC,RACR,Airyards %,WOPR,AirYAC (AY+YAC),
Jacoby Ford,LV,WR,0.00,0.00,0.00,108,23,2010,1,2010,56,70,1,15,64,12.00%,6.23,2.40,14.70,0.67,8.63,156.25,19.5%,9.5%,129.5,117,104.5,129.5,129.5,134.5,115,0,NA,54,0.12,10,0.02,64,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,93.5,36,0,0,6.3,21.2,87.1,-3.1,10,155,2,20.00%,15.5,0.02,1,54,25,470,2,3.70%,18.8,8.7,0.12,792,14.7,103,0.59,0.2,0.32,895,Jacoby Ford1
Jeremy Horne,KC,WR,0.00,0.00,0.00,329,24,2010,1,2010,202,202,5,1,1,4.00%,1.60,-1.60,21.00,0.00,0.00,0.00,0.0%,0.1%,0,0,0,0,0,0,0,0,NA,1,0.04,0,0,1,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,1.6,-1.6,0,0,0,0,1.6,-1.6,0,0,0,0.00%,NA,0,0,1,0,0,0,0.00%,NA,0,0.04,21,21,0,0,0.13,0.14,21,Jeremy Horne1
John Matthews,JAC,WR,0.00,0.00,0.00,329,24,2010,1,2010,202,202,7,1,1,5.00%,1.50,-1.50,21.00,0.00,0.00,0.00,0.0%,0.1%,0,0,0,0,0,0,0,0,NA,1,0.05,0,0,1,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,1.5,-1.5,0,0,0,0,1.5,-1.5,0,0,0,0.00%,NA,0,0,1,0,0,0,0.00%,NA,0,0.05,21,21,0,0,0.13,0.16,21,John Matthews1
Jordan Shipley,CIN,WR,0.00,0.00,0.00,84,25,2010,1,2010,54,68,4,15,74,13.00%,8.09,0.57,7.50,0.63,8.67,200.00,21.0%,9.3%,130,104,78,130,130,133,104,0,NA,74,0.13,0,0,74,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,121.4,8.6,0,0,0,0,121.4,8.6,0,0,0,0.00%,NA,0,0,74,52,600,3,4.05%,11.5,8.1,0.13,558,7.5,206,1.08,0.12,0.29,764,Jordan Shipley1
Kevin Williams,SF,WR,0.00,0.00,0.00,UNK,UNK,UNK,UNK,2010,202,202,7,2,0,0.00%,0.00,0.00,NA,0.00,0.00,0.00,0.0%,0.0%,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,0,0,0,0,0,0,0,0,0,0,0,0.00%,NA,0,0,0,0,0,0,0.00%,NA,NA,0,0,NA,0,NA,0,0,0,Kevin WilliamsUNK
Kyle Williams,SF,WR,0.00,0.00,0.00,206,22,2010,1,2010,178,162,5,1,1,3.00%,1.60,0.20,4.00,0.14,1.80,0.00,0.2%,0.2%,1.8,1.3,0.8,1.8,1.8,1.8,1.3,0,NA,1,0.03,0,0,1,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,1.6,0.2,0,0,0,0,1.6,0.2,0,0,0,0.00%,NA,0,0,1,1,8,0,0.00%,8,8,0.03,4,4,4,2,0.02,0.06,8,Kyle Williams1
Logan Paulsen,WAS,WR,0.00,0.00,0.00,329,23,2010,1,2010,160,113,3,2,2,3.00%,2.35,2.15,0.50,0.08,4.50,10.00,2.6%,0.3%,9,8,7,9,9,9,8,0,NA,2,0.03,0,0,2,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,4.7,4.3,0,0,0,0,4.7,4.3,0,0,0,0.00%,NA,0,0,2,2,10,1,50.00%,5,5,0.03,1,0.5,9,10,0,0.04,10,Logan Paulsen1
Manuel Johnson,DAL,WR,0.00,0.00,0.00,229,24,2010,1,2010,180,176,6,2,5,8.00%,4.25,-3.45,10.40,0.05,0.80,0.00,0.1%,0.7%,1.6,1.1,0.6,1.6,1.6,1.6,1.1,0,NA,5,0.08,0,0,5,0.04,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,8.5,-6.9,0,0,0,0,8.5,-6.9,0,0,0,0.00%,NA,0,0,5,1,6,0,0.00%,6,1.2,0.08,52,10.4,0,0.12,0.16,0.23,52,Manuel Johnson1
Marc Mariani,TEN,WR,0.00,0.00,0.00,222,23,2010,1,2010,154,178,7,16,2,0.00%,0.18,0.57,-2.00,0.00,0.75,0.00,0.0%,0.3%,12,12,12,12,12,10,8,0,NA,2,0,0,0,2,0,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,2.9,9.1,0,0,0,0,2.9,-2.9,0,0,0,0.00%,NA,0,2,2,0,0,0,0.00%,NA,0,0,-4,-2,0,0,0,0.01,-4,Marc Mariani1
Mardy Gilyard,LAR,WR,0.00,0.00,0.00,99,24,2010,1,2010,152,159,6,6,16,7.00%,4.40,-2.35,8.90,0.16,2.05,0.00,1.8%,2.0%,12.3,9.3,6.3,12.3,12.3,11.3,7.3,0,NA,16,0.07,0,0,16,0.04,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,26.4,-14.1,0,0,0,0,26.4,-14.1,0,0,0,0.00%,NA,0,1,16,6,63,0,0.00%,10.5,3.9,0.07,143,8.9,20,0.44,0.1,0.17,163,Mardy Gilyard1
Marlon Moore,MIA,WR,0.00,0.00,0.00,329,23,2010,1,2010,127,126,4,7,20,8.00%,4.29,-0.51,12.70,0.33,3.77,144.00,6.3%,2.6%,26.4,23.4,20.4,26.4,26.4,26.4,23.4,0,NA,19,0.08,1,0,20,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,30,-3.6,0,0,0.5,1.1,29.5,-4.7,1,16,0,0.00%,16,0,0,19,6,128,1,5.26%,21.3,6.7,0.08,241,12.7,72,0.53,0.12,0.21,313,Marlon Moore1
Max Komar,ARI,WR,0.00,0.00,0.00,329,23,2010,1,2010,132,139,6,8,22,8.00%,4.24,-1.28,9.60,0.27,2.96,0.00,3.6%,3.1%,23.7,17.7,11.7,23.7,23.7,22.7,15.7,0,NA,22,0.08,0,0,22,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,33.9,-10.2,0,0,0,0,33.9,-10.2,0,0,0,0.00%,NA,0,1,22,12,117,0,0.00%,9.8,5.3,0.08,212,9.6,40,0.55,0.1,0.19,252,Max Komar1
Mike Williams,TB,WR,0.00,0.00,2.00,101,23,2010,1,2010,16,26,1,16,129,27.00%,13.80,0.41,12.40,1.04,14.21,87.64,49.1%,20.7%,227.4,194.9,162.4,227.4,227.4,228.4,190.9,0,NA,129,0.27,0,0,129,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,220.8,6.6,0,0,0,0,220.8,6.6,0,0,0,0.00%,NA,0,2,129,65,964,11,8.53%,14.8,7.5,0.27,1601,12.4,370,0.6,0.37,0.66,1971,Mike Williams1
Naaman Roosevelt,BUF,WR,0.00,0.00,0.00,329,23,2010,1,2010,135,79,4,3,18,19.00%,9.17,-1.43,11.40,0.92,7.73,0.00,4.1%,2.6%,23.2,18.7,14.2,23.2,23.2,23.2,18.7,0,NA,17,0.19,1,0.02,18,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,27.5,-4.3,0,0,0.8,-0.5,26.7,-3.8,1,3,0,0.00%,3,0.02,0,17,9,139,0,0.00%,15.4,8.2,0.19,194,11.4,33,0.72,0.2,0.43,227,Naaman Roosevelt1
Nick Miller,LV,WR,0.00,0.00,0.00,329,23,2010,1,2010,165,177,6,9,4,2.00%,0.66,0.12,14.80,0.07,0.78,0.00,1.2%,0.6%,7,5.5,4,7,7,6,3.5,0,NA,4,0.02,0,0,4,0.01,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,5.9,1.1,0,0,0,0,5.9,1.1,0,0,0,0.00%,NA,0,1,4,3,40,0,0.00%,13.3,10,0.02,59,14.8,3,0.68,0.03,0.04,62,Nick Miller1
Paul Hubbard,BUF,WR,0.00,0.00,0.00,191,25,2010,1,2010,178,162,7,1,3,12.00%,4.20,-2.40,6.00,0.16,1.80,0.00,0.2%,0.4%,1.8,1.3,0.8,1.8,1.8,1.8,1.3,0,NA,3,0.12,0,0,3,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,4.2,-2.4,0,0,0,0,4.2,-2.4,0,0,0,0.00%,NA,0,0,3,1,8,0,0.00%,8,2.7,0.12,18,6,2,0.44,0.06,0.22,20,Paul Hubbard1
Preston Parker,TB,WR,0.00,0.00,0.00,329,23,2010,1,2010,161,173,7,8,10,4.00%,1.86,-0.75,8.40,0.11,1.11,0.00,1.2%,1.6%,8.9,6.9,4.9,8.9,8.9,8.9,6.9,0,NA,9,0.04,1,0.01,10,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,14.9,-6,0,0,0.3,0.4,14.6,-6.4,1,7,0,0.00%,7,0.01,0,9,4,42,0,0.00%,10.5,4.7,0.04,76,8.4,31,0.55,0.04,0.08,107,Preston Parker1
Richard Goodman,LAC,WR,0.00,0.00,0.00,329,23,2010,1,2010,172,163,8,2,2,2.00%,1.60,0.15,23.50,0.20,1.75,0.00,0.5%,0.3%,3.5,3,2.5,3.5,3.5,2.5,1,0,NA,2,0.02,0,0,2,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,3.2,0.3,0,0,0,0,3.2,0.3,0,0,0,0.00%,NA,0,1,2,1,25,0,0.00%,25,12.5,0.02,47,23.5,4,0.53,0.07,0.09,51,Richard Goodman1
Riley Cooper,PHI,WR,0.00,0.00,0.00,159,23,2010,1,2010,130,136,5,8,18,6.00%,4.25,-1.18,9.50,0.23,3.08,116.00,4.6%,2.8%,24.6,21.1,17.6,24.6,24.6,24.6,21.1,0,NA,18,0.06,0,0,18,0.04,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,34,-9.4,0,0,0,0,34,-9.4,0,0,0,0.00%,NA,0,0,18,7,116,1,5.56%,16.6,6.4,0.06,171,9.5,18,0.68,0.06,0.14,189,Riley Cooper1
Roberto Wallace,MIA,WR,0.00,0.00,0.00,329,24,2010,1,2010,153,164,6,7,10,4.00%,2.37,-0.63,7.60,0.14,1.74,0.00,1.7%,1.3%,12.2,9.2,6.2,12.2,12.2,12.2,9.2,0,NA,10,0.04,0,0,10,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,16.6,-4.4,0,0,0,0,16.6,-4.4,0,0,0,0.00%,NA,0,0,10,6,62,0,0.00%,10.3,6.2,0.04,76,7.6,22,0.82,0.04,0.08,98,Roberto Wallace1
Seyi Ajirotutu,LAC,WR,0.00,0.00,0.00,329,23,2010,1,2010,110,71,4,6,23,11.00%,6.08,2.45,16.40,0.70,8.53,131.00,8.9%,3.3%,51.2,44.7,38.2,51.2,51.2,54.2,44.7,0,NA,23,0.11,0,0,23,0.06,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,36.5,14.7,0,0,0,0,36.5,14.7,0,0,0,0.00%,NA,0,0,23,13,262,2,8.70%,20.2,11.4,0.11,377,16.4,70,0.69,0.23,0.33,447,Seyi Ajirotutu1
Stephen Williams,ARI,WR,0.00,0.00,0.00,329,24,2010,1,2010,144,134,5,6,23,11.00%,5.97,-2.78,10.30,0.31,3.18,0.00,3.1%,3.2%,19.1,14.6,10.1,19.1,19.1,19.1,14.6,0,NA,23,0.11,0,0,23,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,35.8,-16.7,0,0,0,0,35.8,-16.7,0,0,0,0.00%,NA,0,0,23,9,101,0,0.00%,11.2,4.4,0.11,236,10.3,33,0.43,0.14,0.26,269,Stephen Williams1
Taj Smith,IND,WR,0.00,0.00,0.00,329,27,2010,1,2010,202,202,8,1,0,0.00%,0.00,0.00,NA,0.00,0.00,0.00,0.0%,0.0%,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,0,0,0,0,0,0,0,0,0,0,0,0.00%,NA,0,0,0,0,0,0,0.00%,NA,NA,0,0,NA,0,NA,0,0,0,Taj Smith1
Taylor Price,NE,WR,0.00,0.00,0.00,90,23,2010,1,2010,164,87,3,1,4,14.00%,6.10,1.00,5.00,0.68,7.10,0.00,1.0%,0.6%,7.1,5.6,4.1,7.1,7.1,7.1,5.6,0,NA,4,0.14,0,0,4,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,6.1,1,0,0,0,0,6.1,1,0,0,0,0.00%,NA,0,0,4,3,41,0,0.00%,13.7,10.2,0.14,20,5,24,2.05,0.09,0.27,44,Taylor Price1
Terrence Austin,WAS,WR,0.00,0.00,0.00,219,22,2010,1,2010,162,149,5,3,5,4.00%,2.13,0.43,11.80,0.26,2.57,0.00,1.1%,0.8%,7.7,6.2,4.7,7.7,7.7,7.7,6.2,0,NA,5,0.04,0,0,5,0.03,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,6.4,1.3,0,0,0,0,6.4,1.3,0,0,0,0.00%,NA,0,0,5,3,47,0,0.00%,15.7,9.4,0.04,59,11.8,20,0.8,0.06,0.1,79,Terrence Austin1
Troy Brown,SF,WR,0.00,0.00,0.00,UNK,UNK,UNK,UNK,2010,202,202,7,1,0,0.00%,0.00,0.00,NA,0.00,0.00,0.00,0.0%,0.0%,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,0,0,0,0,0,0,0,0,0,0,0,0.00%,NA,0,0,0,0,0,0,0.00%,NA,NA,0,0,NA,0,NA,0,0,0,Troy BrownUNK
Verran Tucker,KC,WR,0.00,0.00,0.00,329,22,2010,1,2010,134,142,3,8,19,8.00%,3.80,-0.88,14.60,0.22,2.93,114.00,5.5%,2.6%,23.4,20.4,17.4,23.4,23.4,23.4,20.4,0,NA,19,0.08,0,0,19,0.04,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,30.4,-7,0,0,0,0,30.4,-7,0,0,0,0.00%,NA,0,0,19,6,114,1,5.26%,19,6,0.08,278,14.6,22,0.41,0.14,0.22,300,Verran Tucker1
A.J. Green,CIN,WR,2.00,4.00,6.00,4,23,2011,1,2011,17,17,1,15,120,24.00%,13.39,1.14,13.20,1.20,14.53,158.57,46.8%,16.1%,218,185.5,153,218,218,230,185.5,0,NA,115,0.24,5,0.01,120,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,200.9,17.1,0,0,3.4,1.9,197.5,15.2,5,53,0,0.00%,10.6,0.01,0,115,65,1057,7,6.09%,16.3,9.2,0.24,1516,13.2,256,0.7,0.39,0.63,1772,A.J. Green1
Andre Roberts,ARI,WR,0.00,0.00,0.00,88,23,2010,2,2011,56,71,3,16,101,18.00%,9.99,-2.23,9.10,0.65,7.77,306.50,19.6%,14.3%,124.3,98.8,73.3,124.3,124.3,127.3,98.8,0,NA,98,0.18,3,0.01,101,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,159.9,-35.6,0,0,2.5,0.2,157.5,-35.9,3,27,0,0.00%,9,0.01,0,98,51,586,2,2.04%,11.5,6,0.18,894,9.1,226,0.66,0.19,0.4,1120,Andre Roberts2
Andrew Hawkins,CIN,WR,0.00,0.00,0.00,329,25,2011,1,2011,113,123,4,12,39,9.00%,4.40,-0.08,6.70,0.39,4.32,0.00,7.5%,5.2%,51.8,40.3,28.8,51.8,51.8,51.8,40.3,0,NA,34,0.09,5,0.01,39,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,52.8,-1,0,0,3,-0.5,50,-0.7,5,25,0,0.00%,5,0.01,0,34,23,263,0,0.00%,11.4,7.7,0.09,227,6.7,144,1.16,0.07,0.18,371,Andrew Hawkins1
Antonio Brown,PIT,WR,6.00,6.00,7.00,195,23,2010,2,2011,23,30,2,16,131,23.00%,13.01,-0.39,12.10,1.18,12.62,574.50,30.5%,16.9%,201.9,167.4,132.9,201.9,201.9,210.9,167.4,0,NA,124,0.23,7,0.02,131,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,208.1,-6.2,0,0,5.1,-1.1,202.9,-11.1,7,41,0,0.00%,5.9,0.02,0,124,69,1108,2,1.61%,16.1,8.9,0.23,1495,12.1,372,0.74,0.31,0.56,1867,Antonio Brown2
Armanti Edwards,CAR,WR,0.00,0.00,0.00,89,23,2010,2,2011,187,189,6,15,2,0.00%,0.03,0.04,NA,0.02,0.07,0.00,0.0%,0.2%,1.05,1.05,1.05,1.05,1.05,0.94,0.94,0,NA,0,0,1,0,1,0,11,1,1,1,0,0,11,112.5,0,0,NaN%,0,0.5,0.6,0.3,0.3,0.2,0.3,0,0,1,5,0,0.00%,5,0,0,0,0,0,0,0.00%,NA,NA,0,0,NA,0,NA,0,0,0,Armanti Edwards2
Arrelious Benn,TB,WR,0.00,0.00,0.00,39,23,2010,2,2011,81,87,4,14,57,10.00%,6.16,0.37,11.80,0.53,6.53,144.67,20.3%,9.8%,91.4,76.4,61.4,91.4,91.4,91.4,76.4,0,NA,51,0.1,6,0.02,57,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,86.2,5.2,0,0,2.6,-3.3,83.5,8.6,6,-7,0,0.00%,-1.2,0.02,0,51,30,441,3,5.88%,14.7,8.6,0.1,601,11.8,174,0.73,0.16,0.26,775,Arrelious Benn2
Austin Pettis,LAR,WR,0.00,0.00,0.00,78,23,2011,1,2011,112,122,7,12,49,12.00%,6.08,-1.74,7.60,0.35,4.33,0.00,7.5%,6.5%,52,38.5,25,52,52,52,38.5,0,NA,48,0.12,1,0,49,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,72.9,-20.9,0,0,-0.6,0,73.5,-20.9,1,-6,0,0.00%,-6,0,0,48,27,256,0,0.00%,9.5,5.3,0.12,367,7.6,85,0.7,0.11,0.25,452,Austin Pettis1
Blair White,IND,WR,0.00,0.00,0.00,329,24,2010,2,2011,205,205,5,7,0,0.00%,0.00,0.00,NA,0.00,0.00,0.00,0.0%,0.0%,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,0,0,0,0,0,0,0,0,0,0,0,0.00%,NA,0,0,0,0,0,0,0.00%,NA,NA,0,0,NA,0,NA,0,0,0,Blair White2
Brandon Banks,WAS,WR,0.00,0.00,0.00,329,24,2010,2,2011,158,180,9,16,3,0.00%,0.22,0.32,-2.00,0.06,0.53,60.00,0.2%,0.3%,8.55,8.05,7.55,10.55,8.55,8.06,7.56,0,NA,1,0,1,0,2,0,49,1,1,1,1,0,49,158.3,34,34,1,34,3.5,5.1,1.8,4.6,0.1,0,1.6,0.4,1,1,0,0.00%,1,0,0,1,1,10,0,0.00%,10,10,0,-2,-2,12,-5,0,0,10,Brandon Banks2
Brandon LaFell,CAR,WR,0.00,0.00,1.00,78,25,2010,2,2011,61,74,2,15,56,12.00%,5.98,1.71,12.90,0.68,7.69,204.33,22.2%,9.7%,115.3,97.3,79.3,115.3,115.3,118.3,97.3,0,NA,56,0.12,0,0,56,0.06,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,89.7,25.6,0,0,0,0,89.7,25.6,0,0,0,0.00%,NA,0,0,56,36,613,3,5.36%,17,10.9,0.12,724,12.9,239,0.85,0.16,0.29,963,Brandon LaFell2
Bryan Walters,LAC,WR,0.00,0.00,0.00,329,24,2010,2,2011,172,159,5,3,4,3.00%,2.23,-0.33,8.50,0.14,1.90,0.00,0.6%,0.6%,5.7,4.2,2.7,5.7,5.7,5.7,4.2,0,NA,4,0.03,0,0,4,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,6.7,-1,0,0,0,0,6.7,-1,0,0,0,0.00%,NA,0,0,4,3,27,0,0.00%,9,6.8,0.03,34,8.5,15,0.79,0.04,0.07,49,Bryan Walters2
Carlton Mitchell,CLE,WR,0.00,0.00,0.00,177,23,2010,2,2011,164,155,5,3,4,4.00%,1.93,0.10,9.00,0.17,2.03,0.00,0.9%,0.6%,6.1,4.6,3.1,6.1,6.1,6.1,4.6,0,NA,4,0.04,0,0,4,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,5.8,0.3,0,0,0,0,5.8,0.3,0,0,0,0.00%,NA,0,0,4,3,31,0,0.00%,10.3,7.8,0.04,36,9,3,0.86,0.05,0.09,39,Carlton Mitchell2
Cecil Shorts,JAC,WR,0.00,0.00,0.00,114,24,2011,1,2011,152,174,8,10,12,4.00%,2.01,-0.91,13.30,0.05,1.10,30.00,5.3%,1.7%,11,10,9,11,11,11,10,0,NA,12,0.04,0,0,12,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,20.1,-9.1,0,0,0,0,20.1,-9.1,0,0,0,0.00%,NA,0,0,12,2,30,1,8.33%,15,2.5,0.04,160,13.3,3,0.19,0.07,0.11,163,Cecil Shorts1
Chad Hall,PHI,WR,0.00,0.00,0.00,329,25,2010,2,2011,149,161,6,7,12,4.00%,2.37,-0.61,8.90,0.08,1.76,33.00,2.7%,1.7%,12.3,10.8,9.3,12.3,12.3,12.3,10.8,0,NA,9,0.04,3,0.02,12,0.03,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,16.6,-4.3,0,0,1.6,-0.3,15,-4,3,13,0,0.00%,4.3,0.02,0,9,3,20,1,11.11%,6.7,2.2,0.04,80,8.9,11,0.25,0.03,0.08,91,Chad Hall2
Chastin West,JAC,WR,0.00,0.00,0.00,329,24,2011,1,2011,120,118,4,9,27,10.00%,4.76,-0.17,11.00,0.30,4.59,81.50,14.5%,3.8%,41.3,34.8,28.3,41.3,41.3,41.3,34.8,0,NA,27,0.1,0,0,27,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,42.8,-1.5,0,0,0,0,42.8,-1.5,0,0,0,0.00%,NA,0,0,27,13,163,2,7.41%,12.5,6,0.1,297,11,49,0.55,0.14,0.24,346,Chastin West1
Clyde Gates,MIA,WR,0.00,0.00,0.00,111,25,2011,1,2011,178,186,4,13,13,3.00%,1.58,-1.25,17.60,0.03,0.33,0.00,0.6%,1.8%,4.3,3.3,2.3,4.3,4.3,4.3,3.3,0,NA,12,0.03,1,0,13,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,20.6,-16.3,0,0,0.7,-0.3,19.9,-16,1,4,0,0.00%,4,0,0,12,2,19,0,0.00%,9.5,1.6,0.03,211,17.6,1,0.09,0.05,0.08,212,Clyde Gates1
Damian Williams,TEN,WR,0.00,0.00,0.00,77,23,2010,2,2011,52,62,3,15,94,18.00%,10.37,-1.43,11.60,0.66,8.95,118.40,25.8%,13.7%,134.2,111.7,89.2,134.2,134.2,137.2,111.7,0,NA,94,0.18,0,0,94,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,155.6,-21.4,0,0,0,0,155.6,-21.4,0,0,0,0.00%,NA,0,0,94,45,592,5,5.32%,13.2,6.3,0.18,1091,11.6,216,0.54,0.26,0.44,1307,Damian Williams2
Danario Alexander,LAR,WR,0.00,0.00,0.00,329,25,2010,2,2011,86,66,4,10,60,17.00%,10.19,-2.08,12.20,0.72,8.11,215.50,23.8%,7.9%,81.1,68.1,55.1,81.1,81.1,84.1,68.1,0,NA,60,0.17,0,0,60,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,101.9,-20.8,0,0,0,0,101.9,-20.8,0,0,0,0.00%,NA,0,0,60,26,431,2,3.33%,16.6,7.2,0.17,733,12.2,147,0.59,0.25,0.44,880,Danario Alexander2
Dane Sanzenbacher,CHI,WR,0.00,0.00,0.00,329,23,2011,1,2011,90,107,4,13,55,14.00%,7.07,-1.52,7.20,0.36,5.55,90.67,16.6%,7.7%,72.2,58.7,45.2,72.2,72.2,72.2,58.7,0,NA,54,0.14,1,0,55,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,91.9,-19.7,0,0,0.4,-0.8,91.5,-18.9,1,-4,0,0.00%,-4,0,0,54,27,276,3,5.56%,10.2,5.1,0.14,388,7.2,58,0.71,0.11,0.29,446,Dane Sanzenbacher1
David Nelson,BUF,WR,0.00,0.00,0.00,329,25,2010,2,2011,39,48,2,16,98,17.00%,10.26,-0.46,8.00,0.66,9.80,131.60,26.7%,12.6%,156.8,126.3,95.8,156.8,156.8,156.8,126.3,0,NA,98,0.17,0,0,98,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,164.2,-7.4,0,0,0,0,164.2,-7.4,0,0,0,0.00%,NA,0,0,98,61,658,5,5.10%,10.8,6.7,0.17,787,8,199,0.84,0.18,0.39,986,David Nelson2
David Reed,BAL,WR,0.00,0.00,0.00,156,24,2010,2,2011,185,187,5,7,3,1.00%,0.59,-0.36,21.00,0.04,0.23,0.00,0.0%,0.5%,1.6,1.6,1.6,1.6,1.6,-0.4,-2.4,0,NA,2,0.01,1,0.01,3,0.01,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,4.1,-2.5,0,0,0.7,0.9,3.4,-3.4,1,16,0,0.00%,16,0.01,2,2,0,0,0,0.00%,NA,0,0.01,42,21,0,0,0.02,0.02,42,David Reed2
DeMarco Sampson,ARI,WR,0.00,0.00,0.00,249,26,2011,1,2011,163,166,5,5,8,5.00%,2.42,-1.10,9.40,0.12,1.32,0.00,0.9%,1.1%,6.6,5.1,3.6,6.6,6.6,6.6,5.1,0,NA,8,0.05,0,0,8,0.03,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,12.1,-5.5,0,0,0,0,12.1,-5.5,0,0,0,0.00%,NA,0,0,8,3,36,0,0.00%,12,4.5,0.05,75,9.4,7,0.48,0.05,0.11,82,DeMarco Sampson1
Demaryius Thomas,DEN,WR,3.00,4.00,6.00,22,24,2010,2,2011,63,38,1,10,72,28.00%,11.55,-0.39,15.40,1.09,11.16,139.00,32.7%,10.6%,111.6,95.6,79.6,111.6,111.6,117.6,95.6,0,NA,70,0.28,1,0,71,0.11,0,1,0,0,0,0,0,39.6,9,0,0,9,115.5,-3.9,1.8,-1.8,0.7,-0.2,113,-1.9,1,5,0,0.00%,5,0,0,70,32,551,4,5.71%,17.2,7.9,0.28,1081,15.4,113,0.51,0.34,0.66,1194,Demaryius Thomas2
Denarius Moore,LV,WR,0.00,0.00,0.00,148,23,2011,1,2011,51,44,2,13,81,19.00%,9.51,1.02,17.40,0.85,10.53,113.17,27.9%,11.1%,136.9,120.4,103.9,136.9,136.9,145.9,120.4,0,NA,76,0.19,5,0.01,81,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,123.6,13.3,0,0,3.1,8.9,120.4,4.4,5,61,1,20.00%,12.2,0.01,0,76,33,618,5,6.58%,18.7,8.1,0.19,1321,17.4,134,0.47,0.32,0.51,1455,Denarius Moore1
