Player,Team,Pos,# of Top 5 Szns,# of Top 12 Szns,# of Top 24 Szns,Draft,Age,Draft Year,Cr.Year,SZN Year,POS RK,PPG POS RK,TEAM POS RK,GMs,Opps,TGT%,EPG,FPOE/G,aDot,Yd/TMAtt / G,PPG (PPR),TD Rate (YD/TD),Dominator (rec),Opportunity Share (% of team - non qb - RuAtt and Tgts),PPR,.5ppr,STD,SIXPT,FFPC,DK,FD,Snaps,Snap%,Tgt,Tgt Shr,Att,% Tm Att,Opps,% Tm Opps,Yards,Att,Comp,Comp%,TD,Int,Yd/Att,Rating,Total,Completed,Conv%,AY/Att,EP,FPOE,PaEP,PaFPOE,ruEP,ruFPOE,reEP,reFPOE,Att,Yards,TD,RUSH TD% (TD/ATT),YPC,% Tm Att,FumL,Tgt,Rec,Yards,TD,TD% (REC/TD,YPR,Yd/Tgt,TGT%,AirYards,AY/Tgt,YAC,RACR,Airyards %,WOPR,AirYAC (AY+YAC),
Sammy Watkins,KC,WR,0.00,0.00,1.00,4,26,2014,6,2019,50,57,2,14,92,18.00%,10.79,-0.76,9.40,0.82,10.04,228.33,19.4%,14.9%,140.5,114.5,88.5,140.5,140.5,142.5,112.5,746,0.79,90,0.18,2,0.01,92,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,151.1,-10.6,0,0,1.5,-0.3,149.6,-10.3,2,12,0,0.00%,6,0.01,1,90,52,673,3,3.33%,12.9,7.5,0.18,847,9.4,304,0.79,0.19,0.41,1151,Sammy Watkins6
Stefon Diggs,MIN,WR,1.00,2.00,4.00,146,26,2015,5,2019,21,25,1,15,99,22.00%,10.03,4.51,15.20,1.35,14.53,198.33,41.8%,15.1%,218,186.5,155,218,218,231,182.5,783,0.79,93,0.22,5,0.01,98,0.11,0,1,0,0,0,0,0,39.6,12,0,0,12,150.4,67.6,0,0,3.8,2.3,146.7,64.8,5,61,0,0.00%,12.2,0.01,2,93,63,1129,6,6.45%,17.9,12.1,0.22,1412,15.2,301,0.8,0.42,0.62,1713,Stefon Diggs5
T.Y. Hilton,IND,WR,1.00,2.00,5.00,92,30,2012,8,2019,57,35,1,10,69,25.00%,11.61,0.90,10.10,0.82,12.51,100.20,26.1%,10.5%,125.1,102.6,80.1,125.1,125.1,125.1,102.6,485,0.72,69,0.25,0,0,69,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,116.1,9,0,0,0,0,116.1,9,0,0,0,0.00%,NA,0,0,69,45,501,5,7.25%,11.1,7.3,0.25,697,10.1,213,0.72,0.32,0.6,910,T.Y. Hilton8
Terry McLaurin,WAS,WR,0.00,0.00,1.00,76,23,2019,1,2019,30,30,1,14,93,23.00%,11.21,2.49,14.00,1.26,13.71,131.29,48.2%,15.2%,191.9,162.9,133.9,191.9,191.9,200.9,162.9,784,0.92,93,0.23,0,0,93,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,157,34.9,0,0,0,0,157,34.9,0,0,0,0.00%,NA,0,0,93,58,919,7,7.53%,15.8,9.9,0.23,1304,14,217,0.7,0.42,0.64,1521,Terry McLaurin1
Tyler Boyd,CIN,WR,0.00,0.00,2.00,55,25,2016,4,2019,17,27,1,16,151,25.00%,15.08,-0.90,7.50,1.07,14.18,213.60,40.1%,20.7%,226.8,181.8,136.8,226.8,226.8,236.8,177.8,1001,0.89,147,0.25,4,0.01,151,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,241.2,-14.4,0,0,2.6,-0.3,238.6,-14.1,4,23,0,0.00%,5.8,0.01,2,147,90,1045,5,3.40%,11.6,7.1,0.25,1105,7.5,460,0.95,0.25,0.55,1565,Tyler Boyd4
Tyler Lockett,SEA,WR,0.00,1.00,3.00,69,27,2015,5,2019,13,23,1,16,114,22.00%,11.66,3.04,12.40,1.05,14.70,131.50,36.7%,15.2%,235.2,194.2,153.2,235.2,235.2,247.2,194.2,1010,0.9,110,0.22,4,0.01,114,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,186.5,48.7,0,0,1.8,-2.3,184.7,51,4,-5,0,0.00%,-1.2,0.01,0,110,82,1057,8,7.27%,12.9,9.6,0.22,1367,12.4,305,0.77,0.28,0.53,1672,Tyler Lockett5
Tyreek Hill,KC,WR,2.00,3.00,4.00,165,25,2016,4,2019,33,12,1,12,96,22.00%,12.33,3.37,13.50,1.24,15.69,126.14,30.0%,15.6%,188.3,159.3,130.3,188.3,188.3,194.3,159.3,567,0.72,88,0.22,8,0.03,96,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,147.9,40.4,0,0,5.8,-3.6,142,44,8,23,0,0.00%,2.9,0.03,0,88,58,860,7,7.95%,14.8,9.8,0.22,1188,13.5,283,0.72,0.39,0.6,1471,Tyreek Hill4
Tyrell Williams,LV,WR,0.00,0.00,1.00,329,27,2015,5,2019,47,55,2,14,64,15.00%,7.70,2.52,13.70,0.78,10.22,108.50,29.5%,10.2%,143.1,122.1,101.1,143.1,143.1,146.1,122.1,743,0.83,64,0.15,0,0,64,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,107.8,35.3,0,0,0,0,107.8,35.3,0,0,0,0.00%,NA,0,0,64,42,651,6,9.38%,15.5,10.2,0.15,875,13.7,185,0.74,0.29,0.42,1060,Tyrell Williams5
A.J. Brown,TEN,WR,0.00,1.00,2.00,51,23,2019,2,2020,11,6,1,14,106,26.00%,12.50,5.31,9.60,1.22,17.81,97.55,44.7%,14.3%,249.3,214.3,179.3,249.3,249.3,260.3,212.3,695,0.8,106,0.26,0,0,106,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,175,74.3,0,0,0,0,175,74.3,0,0,0,0.00%,NA,0,1,106,70,1073,11,10.38%,15.3,10.1,0.26,1016,9.6,393,1.06,0.32,0.61,1409,A.J. Brown2
A.J. Green,CIN,WR,2.00,4.00,6.00,4,32,2011,10,2020,68,92,3,16,104,18.00%,10.53,-3.58,12.90,0.53,6.96,261.50,19.1%,14.1%,111.3,87.8,64.3,111.3,111.3,111.3,87.8,786,0.76,104,0.18,0,0,104,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,168.5,-57.2,0,0,0,0,168.5,-57.2,0,0,0,0.00%,NA,0,0,104,47,523,2,1.92%,11.1,5,0.18,1338,12.9,92,0.39,0.29,0.48,1430,A.J. Green10
Adam Humphries,TEN,WR,0.00,0.00,1.00,329,27,2015,6,2020,111,79,3,7,36,15.00%,8.33,-0.07,9.70,0.52,8.26,114.00,9.0%,4.9%,57.8,46.3,34.8,57.8,57.8,57.8,46.3,227,0.47,35,0.15,1,0,36,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,58.3,-0.5,0,0,0.7,-0.7,57.6,0.2,1,0,0,0.00%,0,0,0,35,23,228,2,5.71%,9.9,6.5,0.15,338,9.7,42,0.67,0.16,0.33,380,Adam Humphries6
Adam Thielen,MIN,WR,0.00,3.00,3.00,329,30,2013,8,2020,10,11,2,15,111,24.00%,12.85,4.09,11.10,1.02,16.93,67.14,41.7%,15.4%,254,217,180,254,254,263,217,850,0.91,108,0.24,3,0.01,111,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,192.7,61.3,0,0,1.6,-0.1,191.1,61.4,3,15,0,0.00%,5,0.01,0,108,74,925,14,12.96%,12.5,8.6,0.24,1199,11.1,222,0.77,0.35,0.61,1421,Adam Thielen8
Allen Robinson,CHI,WR,0.00,3.00,3.00,61,27,2014,7,2020,9,13,1,16,152,25.00%,15.51,0.92,9.20,1.24,16.43,208.17,43.4%,21.2%,262.9,211.9,160.9,262.9,262.9,274.9,211.9,840,0.84,151,0.25,1,0,152,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,248.2,14.7,0,0,0.7,-0.8,247.5,15.5,1,-1,0,0.00%,-1,0,0,151,102,1250,6,3.97%,12.3,8.3,0.25,1394,9.2,311,0.9,0.3,0.59,1705,Allen Robinson7
Alshon Jeffery,PHI,WR,0.00,2.00,3.00,45,30,2012,9,2020,154,137,6,7,13,5.00%,3.41,-0.06,13.20,0.26,3.36,115.00,5.4%,2.1%,23.5,20.5,17.5,23.5,23.5,23.5,20.5,202,0.41,13,0.05,0,0,13,0.03,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,23.9,-0.4,0,0,0,0,23.9,-0.4,0,0,0,0.00%,NA,0,0,13,6,115,1,7.69%,19.2,8.8,0.05,172,13.2,25,0.67,0.08,0.14,197,Alshon Jeffery9
Amari Cooper,DAL,WR,0.00,1.00,5.00,4,26,2015,6,2020,15,22,1,16,136,21.00%,14.04,0.76,8.30,1.06,14.80,225.60,34.7%,17.7%,236.8,190.8,144.8,236.8,236.8,248.8,190.8,863,0.81,130,0.21,6,0.01,136,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,224.6,12.2,0,0,5.9,-2.5,218.5,14.9,6,14,0,0.00%,2.3,0.01,0,130,92,1114,5,3.85%,12.1,8.6,0.21,1074,8.3,406,1.04,0.24,0.49,1480,Amari Cooper6
Antonio Brown,TB,WR,6.00,6.00,7.00,195,32,2010,11,2020,65,24,3,8,63,20.00%,12.61,2.03,6.90,0.97,14.64,120.25,14.9%,9.3%,117.1,94.6,72.1,117.1,117.1,120.1,94.6,267,0.59,61,0.2,2,0.01,63,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,100.9,16.2,0,0,0.9,-1.1,100,17.3,2,-2,0,0.00%,-1,0.01,0,61,45,483,4,6.56%,10.7,7.9,0.2,418,6.9,160,1.16,0.17,0.41,578,Antonio Brown11
Brandin Cooks,HOU,WR,0.00,1.00,5.00,20,27,2014,7,2020,17,18,2,15,119,24.00%,13.37,2.05,9.70,1.36,15.42,190.50,32.8%,20.0%,231.3,190.8,150.3,231.3,231.3,240.3,190.8,742,0.87,119,0.24,0,0,119,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,200.6,30.7,0,0,0,0,200.6,30.7,0,0,0,0.00%,NA,0,0,119,81,1143,6,5.04%,14.1,9.6,0.24,1149,9.7,327,0.99,0.27,0.55,1476,Brandin Cooks7
Calvin Ridley,ATL,WR,1.00,1.00,2.00,26,26,2018,3,2020,5,4,1,15,148,25.00%,16.38,2.52,13.80,1.41,18.90,152.78,46.4%,19.1%,283.5,238.5,193.5,283.5,283.5,306.5,236.5,757,0.77,143,0.25,5,0.01,148,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,245.7,37.8,0,0,2.1,-2,243.6,39.8,5,1,0,0.00%,0.2,0.01,1,143,90,1374,9,6.29%,15.3,9.6,0.25,1977,13.8,264,0.69,0.41,0.67,2241,Calvin Ridley3
CeeDee Lamb,DAL,WR,0.00,0.00,1.00,17,21,2020,1,2020,22,33,2,16,119,18.00%,11.91,1.83,9.10,0.95,13.73,169.50,30.7%,15.5%,219.7,182.7,145.7,219.7,219.7,224.7,180.7,669,0.63,109,0.18,10,0.02,119,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,190.5,29.2,0,0,9.9,6.3,180.3,17.2,10,82,1,10.00%,8.2,0.02,1,109,74,935,5,4.59%,12.6,8.6,0.18,988,9.1,298,0.95,0.22,0.42,1286,CeeDee Lamb1
Chase Claypool,PIT,WR,0.00,0.00,1.00,49,22,2020,1,2020,23,35,3,16,119,17.00%,12.55,0.92,11.20,0.85,13.47,79.55,33.8%,15.3%,215.5,184.5,153.5,215.5,215.5,220.5,182.5,657,0.64,109,0.17,10,0.03,119,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,200.8,14.7,0,0,13.3,0.3,187.6,14.3,10,16,2,20.00%,1.6,0.03,1,109,62,859,9,8.26%,13.9,7.9,0.17,1225,11.2,302,0.7,0.29,0.45,1527,Chase Claypool1
Chris Godwin,TB,WR,1.00,1.00,1.00,84,24,2017,4,2020,31,15,1,12,84,19.00%,12.00,3.92,8.50,1.13,15.92,120.00,26.0%,12.4%,191,158.5,126,191,191,194,158.5,616,0.84,84,0.19,0,0,84,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,144,47,0,0,0,0,144,47,0,0,0,0.00%,NA,0,0,84,65,840,7,8.33%,12.9,10,0.19,714,8.5,264,1.18,0.19,0.42,978,Chris Godwin4
Cooper Kupp,LAR,WR,1.00,1.00,1.00,69,27,2017,4,2020,26,30,2,15,129,24.00%,13.45,0.56,6.40,1.01,14.01,334.00,30.7%,16.5%,210.2,164.2,118.2,210.2,210.2,218.2,162.2,842,0.8,125,0.24,4,0.01,129,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,201.8,8.4,0,0,1.3,2,200.5,6.4,4,33,0,0.00%,8.2,0.01,1,125,92,969,3,2.40%,10.5,7.8,0.24,802,6.4,510,1.21,0.22,0.51,1312,Cooper Kupp4
Courtland Sutton,DEN,WR,0.00,0.00,1.00,40,25,2018,3,2020,182,62,3,1,6,16.00%,9.20,0.40,17.70,1.06,9.60,0.00,1.8%,0.9%,9.6,8.1,6.6,9.6,9.6,9.6,8.1,31,0.4,6,0.16,0,0,6,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,9.2,0.4,0,0,0,0,9.2,0.4,0,0,0,0.00%,NA,0,0,6,3,66,0,0.00%,22,11,0.16,106,17.7,7,0.62,0.21,0.38,113,Courtland Sutton3
D.J. Chark,JAC,WR,0.00,0.00,1.00,61,24,2018,3,2020,49,43,1,13,94,20.00%,11.53,0.28,13.80,0.91,11.82,141.20,27.9%,14.2%,153.6,127.1,100.6,153.6,153.6,156.6,127.1,702,0.83,94,0.2,0,0,94,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,149.9,3.7,0,0,0,0,149.9,3.7,0,0,0,0.00%,NA,0,0,94,53,706,5,5.32%,13.3,7.5,0.2,1300,13.8,165,0.54,0.34,0.54,1465,D.J. Chark3
D.J. Moore,CAR,WR,0.00,0.00,2.00,24,23,2018,3,2020,24,27,1,15,121,24.00%,13.08,1.02,11.20,1.36,14.10,303.75,41.5%,16.8%,211.5,178.5,145.5,211.5,211.5,223.5,178.5,783,0.87,118,0.24,2,0.01,120,0.14,0,1,0,0,0,0,0,39.6,6,0,0,6,196.2,15.3,0,0,1.6,0.6,194.6,14.7,2,22,0,0.00%,11,0.01,0,118,66,1193,4,3.39%,18.1,10.1,0.24,1320,11.2,372,0.9,0.39,0.64,1692,D.J. Moore3
D.K. Metcalf,SEA,WR,0.00,1.00,1.00,64,23,2019,2,2020,7,10,1,16,129,24.00%,13.69,3.39,12.80,1.34,17.08,130.30,43.2%,19.7%,273.3,231.8,190.3,273.3,273.3,287.3,229.8,923,0.92,129,0.24,0,0,129,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,219.1,54.2,0,0,0,0,219.1,54.2,0,0,0,0.00%,NA,0,1,129,83,1303,10,7.75%,15.7,10.1,0.24,1655,12.8,356,0.79,0.37,0.62,2011,D.K. Metcalf2
Davante Adams,GB,WR,2.00,3.00,5.00,53,28,2014,7,2020,1,1,1,14,149,34.00%,18.92,6.82,8.60,1.62,25.74,76.33,50.8%,21.9%,360.4,302.9,245.4,360.4,360.4,380.4,300.9,734,0.84,149,0.34,0,0,149,0.18,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,264.9,95.5,0,0,0,0,264.9,95.5,0,0,0,0.00%,NA,0,1,149,115,1374,18,12.08%,11.9,9.2,0.34,1277,8.6,586,1.08,0.38,0.78,1863,Davante Adams7
DeAndre Hopkins,ARI,WR,5.00,5.00,6.00,27,28,2013,8,2020,4,5,1,16,161,29.00%,16.36,1.88,8.10,1.34,18.24,234.67,46.1%,22.5%,291.8,234.3,176.8,291.8,291.8,310.8,230.3,995,0.92,160,0.29,1,0,161,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,261.7,30.1,0,0,0.5,-0.4,261.2,30.5,1,1,0,0.00%,1,0,2,160,115,1407,6,3.75%,12.2,8.8,0.29,1301,8.1,505,1.08,0.31,0.66,1806,DeAndre Hopkins8
DeVante Parker,MIA,WR,0.00,1.00,1.00,14,27,2015,6,2020,40,42,1,14,103,21.00%,12.34,-0.46,8.10,0.94,11.88,198.25,28.5%,15.9%,166.3,134.8,103.3,166.3,166.3,175.3,134.8,650,0.77,103,0.21,0,0,103,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,172.7,-6.4,0,0,0,0,172.7,-6.4,0,0,0,0.00%,NA,0,0,103,63,793,4,3.88%,12.6,7.7,0.21,839,8.1,148,0.95,0.24,0.48,987,DeVante Parker6
Dez Bryant,BAL,WR,2.00,3.00,5.00,24,32,2010,11,2020,157,121,3,5,11,9.00%,3.56,0.98,4.70,0.16,4.54,23.50,5.3%,1.9%,22.7,19.7,16.7,22.7,22.7,22.7,19.7,106,0.33,11,0.09,0,0,11,0.04,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,17.8,4.9,0,0,0,0,17.8,4.9,0,0,0,0.00%,NA,0,0,11,6,47,2,18.18%,7.8,4.3,0.09,52,4.7,34,0.9,0.06,0.18,86,Dez Bryant11
Diontae Johnson,PIT,WR,0.00,0.00,1.00,66,24,2019,2,2020,21,21,1,15,147,23.00%,15.57,-0.65,7.20,0.97,14.93,134.14,32.5%,18.9%,223.9,179.9,135.9,223.9,223.9,228.9,177.9,675,0.7,144,0.23,3,0.01,147,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,233.6,-9.7,0,0,1.7,-0.2,232,-9.6,3,15,0,0.00%,5,0.01,1,144,88,924,7,4.86%,10.5,6.4,0.23,1041,7.2,372,0.89,0.26,0.52,1413,Diontae Johnson2
Emmanuel Sanders,NO,WR,1.00,1.00,4.00,82,33,2010,11,2020,41,44,2,14,83,19.00%,10.24,1.54,7.90,0.83,11.77,147.60,27.3%,12.8%,164.8,134.3,103.8,164.8,164.8,167.8,134.3,518,0.6,82,0.19,1,0,83,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,143.3,21.5,0,0,0.5,0.7,142.8,20.8,1,12,0,0.00%,12,0,0,82,61,726,5,6.10%,11.9,8.9,0.19,644,7.9,141,1.13,0.24,0.45,785,Emmanuel Sanders11
Golden Tate,NYG,WR,0.00,2.00,4.00,60,32,2010,11,2020,93,90,3,12,54,14.00%,6.97,0.26,8.80,0.59,7.23,203.00,20.0%,8.6%,86.7,69.2,51.7,86.7,86.7,86.52,69.02,424,0.57,52,0.14,0,0,52,0.08,18,2,1,0.5,0,0,9,81.2,-9,-5,0.56,-4.5,83.6,3.1,0.9,0,0,0,82.7,3.1,0,0,0,0.00%,NA,0,0,52,35,388,2,3.85%,11.1,7.5,0.14,457,8.8,82,0.85,0.16,0.33,539,Golden Tate11
Jarvis Landry,CLE,WR,1.00,3.00,5.00,63,28,2014,7,2020,33,38,1,15,109,24.00%,11.89,0.67,7.60,1.00,12.56,184.20,26.4%,14.8%,188.4,152.4,116.4,190.4,188.4,190.66,151.66,653,0.71,101,0.24,4,0.01,105,0.12,74,4,4,1,1,0,18.5,158.3,58,58,1,14.5,178.3,10.1,4.8,2.9,4.7,2.3,168.8,4.9,4,10,1,25.00%,2.5,0.01,0,101,72,837,3,2.97%,11.6,8.3,0.24,770,7.6,319,1.09,0.22,0.52,1089,Jarvis Landry7
John Brown,BUF,WR,0.00,0.00,1.00,91,30,2014,7,2020,84,53,3,9,52,17.00%,10.00,0.76,11.10,0.81,10.76,152.67,13.3%,7.1%,96.8,80.3,63.8,96.8,96.8,96.8,80.3,423,0.81,52,0.17,0,0,52,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,90,6.8,0,0,0,0,90,6.8,0,0,0,0.00%,NA,0,0,52,33,458,3,5.77%,13.9,8.8,0.17,575,11.1,173,0.8,0.25,0.42,748,John Brown7
Juju Smith-Schuster,PIT,WR,0.00,1.00,3.00,62,24,2017,4,2020,16,23,2,16,128,20.00%,13.11,1.64,5.20,0.81,14.76,92.33,33.1%,16.5%,236.1,187.6,139.1,236.1,236.1,235.1,185.6,867,0.84,128,0.2,0,0,128,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,209.8,26.3,0,0,0,0,209.8,26.3,0,0,0,0.00%,NA,0,1,128,97,831,9,7.03%,8.6,6.5,0.2,666,5.2,390,1.25,0.16,0.4,1056,Juju Smith-Schuster4
Julio Jones,ATL,WR,3.00,7.00,8.00,6,31,2011,10,2020,52,14,2,9,68,20.00%,12.11,4.12,11.20,1.32,16.23,257.00,22.2%,8.8%,146.1,120.6,95.1,146.1,146.1,155.1,120.6,468,0.72,68,0.2,0,0,68,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,109,37.1,0,0,0,0,109,37.1,0,0,0,0.00%,NA,0,0,68,51,771,3,4.41%,15.1,11.3,0.2,764,11.2,231,1.01,0.24,0.47,995,Julio Jones10
Justin Jefferson,MIN,WR,0.00,1.00,1.00,22,21,2020,1,2020,6,9,1,16,126,26.00%,13.16,3.98,10.50,1.42,17.14,200.29,42.8%,17.5%,274.2,230.2,186.2,274.2,274.2,295.2,230.2,822,0.82,125,0.26,1,0,126,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,210.5,63.7,0,0,0.7,-0.5,209.8,64.2,1,2,0,0.00%,2,0,0,125,88,1400,7,5.60%,15.9,11.2,0.26,1317,10.5,408,1.06,0.35,0.63,1725,Justin Jefferson1
Keenan Allen,LAC,WR,1.00,4.00,5.00,76,28,2013,8,2020,12,7,1,14,149,27.00%,17.03,0.76,7.30,1.03,17.79,123.88,34.4%,20.2%,249.1,199.1,149.1,249.1,249.1,259.1,195.1,874,0.84,147,0.27,1,0,148,0.15,0,1,0,0,0,0,0,39.6,15,0,0,15,238.4,10.7,1.4,-1.4,0.5,-0.6,236.4,12.8,1,-1,0,0.00%,-1,0,2,147,100,992,8,5.44%,9.9,6.7,0.27,1071,7.3,423,0.93,0.25,0.58,1494,Keenan Allen8
Kenny Golladay,DET,WR,0.00,1.00,2.00,96,27,2017,4,2020,104,36,2,5,32,20.00%,10.04,3.12,14.60,1.14,13.16,169.00,12.2%,5.1%,65.8,55.8,45.8,65.8,65.8,71.8,55.8,226,0.69,32,0.2,0,0,32,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,50.2,15.6,0,0,0,0,50.2,15.6,0,0,0,0.00%,NA,0,0,32,20,338,2,6.25%,16.9,10.6,0.2,466,14.6,38,0.73,0.3,0.5,504,Kenny Golladay4
Marvin Jones,DET,WR,0.00,1.00,2.00,166,30,2012,9,2020,18,26,1,16,115,20.00%,11.74,2.49,11.00,1.03,14.24,108.67,41.8%,18.3%,227.8,189.8,151.8,227.8,227.8,236.8,189.8,889,0.9,115,0.2,0,0,115,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,187.9,39.9,0,0,0,0,187.9,39.9,0,0,0,0.00%,NA,0,0,115,76,978,9,7.83%,12.9,8.5,0.2,1265,11,158,0.77,0.28,0.5,1423,Marvin Jones9
Michael Gallup,DAL,WR,0.00,0.00,1.00,81,24,2018,3,2020,38,52,3,16,106,17.00%,11.19,-0.36,11.00,0.79,10.83,168.60,28.7%,13.8%,173.3,143.8,114.3,173.3,173.3,179.3,143.8,925,0.87,106,0.17,0,0,106,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,179.1,-5.8,0,0,0,0,179.1,-5.8,0,0,0,0.00%,NA,0,0,106,59,843,5,4.72%,14.3,8,0.17,1162,11,234,0.73,0.26,0.44,1396,Michael Gallup3
Michael Thomas,NO,WR,1.00,4.00,4.00,47,27,2016,5,2020,95,41,1,7,56,28.00%,13.63,-1.64,9.60,0.99,11.99,0.00,11.1%,8.6%,83.9,63.9,43.9,83.9,83.9,89.9,63.9,345,0.73,55,0.28,1,0,56,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,95.4,-11.5,0,0,0.7,-0.6,94.8,-11,1,1,0,0.00%,1,0,0,55,40,438,0,0.00%,10.9,8,0.28,528,9.6,82,0.83,0.43,0.72,610,Michael Thomas5
Mike Evans,TB,WR,1.00,2.00,7.00,7,27,2014,7,2020,14,17,2,16,109,18.00%,12.16,3.28,11.70,0.99,15.43,76.08,36.3%,16.1%,246.9,211.9,176.9,246.9,246.9,258.9,211.9,846,0.84,109,0.18,0,0,109,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,194.5,52.4,0,0,0,0,194.5,52.4,0,0,0,0.00%,NA,0,0,109,70,989,13,11.93%,14.1,9.1,0.18,1279,11.7,249,0.77,0.25,0.44,1528,Mike Evans7
Nelson Agholor,LV,WR,0.00,0.00,1.00,20,27,2015,6,2020,34,46,1,16,82,16.00%,8.49,3.11,14.10,0.89,11.60,112.00,34.7%,12.6%,185.6,161.6,137.6,185.6,185.6,194.6,161.6,687,0.68,82,0.16,0,0,82,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,135.9,49.7,0,0,0,0,135.9,49.7,0,0,0,0.00%,NA,0,0,82,48,896,8,9.76%,18.7,10.9,0.16,1158,14.1,222,0.77,0.28,0.43,1380,Nelson Agholor6
Odell Beckham Jr.,CLE,WR,2.00,3.00,4.00,12,28,2014,7,2020,92,39,2,7,48,22.00%,11.34,1.09,13.30,0.95,12.43,102.25,13.4%,6.6%,87,75.5,64,87,87,86.82,75.32,316,0.7,44,0.22,3,0.01,47,0.11,18,1,1,1,0,0,18,118.8,17,17,1,17,79.4,7.6,0,0.9,2.6,10.6,76.8,-3.9,3,72,1,33.33%,24,0.01,0,44,23,319,3,6.82%,13.9,7.2,0.22,584,13.3,46,0.55,0.32,0.56,630,Odell Beckham Jr.7
Randall Cobb,HOU,WR,0.00,1.00,2.00,64,30,2011,10,2020,75,58,4,10,49,15.00%,8.55,1.46,6.90,0.78,10.01,147.00,13.7%,8.1%,100.1,81.1,62.1,100.1,100.1,100.1,81.1,369,0.6,48,0.15,0,0,48,0.09,0,1,0,0,0,0,0,39.6,7,0,0,7,85.5,14.6,0,0,0,0,85.5,14.6,0,0,0,0.00%,NA,0,0,48,38,441,3,6.25%,11.6,9.2,0.15,329,6.9,165,1.34,0.11,0.3,494,Randall Cobb10
Robby Anderson,CAR,WR,0.00,0.00,2.00,329,27,2016,5,2020,20,29,3,16,142,26.00%,13.89,0.19,8.70,1.15,14.08,367.67,35.8%,19.8%,225.3,177.8,130.3,225.3,225.3,233.3,175.8,762,0.78,138,0.26,4,0.01,142,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,222.2,3.1,0,0,3.1,-1.6,219.2,4.6,4,15,0,0.00%,3.8,0.01,1,138,95,1088,3,2.17%,11.5,7.9,0.26,1201,8.7,488,0.91,0.33,0.63,1689,Robby Anderson5
Robert Woods,LAR,WR,0.00,1.00,3.00,41,28,2013,8,2020,13,16,1,16,154,23.00%,14.10,1.34,6.60,1.03,15.44,136.25,37.4%,19.7%,247,202,157,247,247,251,198,928,0.89,130,0.23,24,0.05,154,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,225.6,21.4,0,0,19.8,7.7,206,13.6,24,155,2,8.33%,6.5,0.05,2,130,90,935,6,4.62%,10.4,7.2,0.23,864,6.6,481,1.08,0.24,0.51,1345,Robert Woods8
