Name,Conference,DR,DP,Draft Year,Age IN DRAFT YEAR,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Yards Dominator,RecYds/TmPatt First,RecYds/TmPatt Best,RecYds/TmPatt Last,RecYds/TmPatt AVG,RecYds/TmPatt Above Team AVG First,RecYds/TmPatt Above Team AVG Best,RecYds/TmPatt Above Team AVG Last,RecYds/TmPatt Above Team AVG AVG,Dominator First Season,Dominator Best Season,Dominator Last Season,Dominator AVG Season,DOa First,DOa Best,DOa Last,DOa AVG,MS Yards First,MS Yards Best,MS Yards Last,MS Yards AVG,YOa First,YOa Best,YOa Last,YOa AVG,PPG Above conference expectation (Last Year),AVG S/EX (Yds Share Over Expectation),Last S/EX (Yds Share Over Expectation),TeamMate Score (TeamMate Over Expected),BMI Bucket,BMI,40 time,height,weight,Bench,Verticle,Broad,Shuttle,3 Cone,WaSS,HaSS,Hand Size,Arm Length,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,# of top  36 finishes,# of 1000 Rec yards seasons,AVG PPG (PPR) Season 1-3
Mike Evans,11,1,7,2014,21,2,26,19.34230769,151,2499,16.54966887,5.81,1.00,0.30,0.26,2.25,2.85,2.85,2.55,1.72,2.33,2.33,2.03,0.22,0.30,0.30,0.26,0.02,0.05,0.05,0.04,0.27,0.30,0.30,0.29,0.09,0.07,0.09,0.08,7.13,0.01,0.03,0.01,27.00,27.57,4.53,76.75,231.00,12.00,37.00,121.75,4.26,7.08,109.71,119.62,9.63,35.13,1.00,3.00,6.00,6.00,4.00,16.56
Brandon Gibson,11,6,194,2009,22,5,40,10.14660839,179,2648,14.79329609,4.475,11,0.18,0.16,1.703962704,2.26487524,0.1077348066,1.204695779,1.043441407,1.65131158,1.496617589,1.397123525,0.204,0.344,0.006,0.177,0.00,0.02,0.07,0.03,0.23,0.01,0.35,0.30,0.05,0.06,0.07,0.06,-1.622356653,0.03,0.00,0.01,27,27.64956953,4.64,72.375,206,10,34,113,4.59,6.99,88.88434857,86.17421244,8.25,32.75,0,0,0,0,0,8.233333333
Jarett Dillard,5,5,144,2009,23,4,49,21.4203817,292,4138,14.17123288,5.959183673,2,0.48,0.35,2.507177033,2.866666667,2.54368932,2.481759681,1.902711324,2.333524904,1.908289768,1.940095937,0.508,0.586,0.362,0.462,0.26,0.00,0.27,0.15,0.46,0.31,0.46,0.38,0.22,-0.01,0.22,0.09,14.38842117,0.10,0.12,0.06,27,27.21065634,4.56,70.25,191,13,41.5,130,4.41,7.1,88.34947889,80.69845448,9,29.75,0,0,0,0,0,4.26
Odell Beckham Jr,11,1,12,2014,21,3,38,11.92905983,143,2340,16.36363636,3.76,2.00,0.35,0.26,1.71,3.53,3.53,2.42,1.12,2.82,2.82,1.82,0.16,0.35,0.35,0.24,-0.04,0.03,0.03,-0.01,0.22,0.35,0.35,0.28,0.04,0.06,0.06,0.05,6.87,0.01,0.17,0.06,27.00,27.42,4.43,71.25,198.00,7.00,38.50,122.00,3.94,6.69,102.82,96.61,10.00,32.75,2.00,3.00,4.00,5.00,4.00,21.68
Sammy Watkins,0,1,4,2014,21,3,35,22.10754986,240,3391,14.12916667,6.86,1.00,0.34,0.26,2.33,2.97,2.97,2.26,1.82,2.48,2.48,1.76,0.34,0.34,0.32,0.26,0.14,0.00,0.14,0.00,0.31,0.34,0.34,0.27,0.13,0.05,0.13,0.04,9.88,-0.01,0.06,0.00,28.00,28.03,4.43,72.75,211.00,16.00,34.00,126.00,4.34,6.95,109.57,107.34,9.63,32.00,0.00,0.00,0.00,2.00,0.00,13.25
Sammie Stroughter,9,7,233,2009,23,4,32,15.98063187,164,2653,16.17682927,5.125,1,0.32,0.18,3.042352941,3.042352941,2.321428571,1.522079171,2.543382353,2.543382353,1.805325255,2.174353804,0.009,0.316,0.301,0.192,0.00,-0.06,0.00,-0.03,0.02,0.32,0.38,0.35,0.09,0.00,0.09,0.05,2.957927021,0.07,0.04,0.05,27,27.60921885,4.545,69.375,189,13,30,110,4.28,7.03,88.58419636,78.90943732,9.400471014,31.96614679,0,0,0,0,0,4.246666667
Allen Robinson,4,2,61,2014,21,3,27,15.22777778,177,2479,14.00564972,6.56,1.00,0.42,0.25,2.24,3.52,3.52,1.94,1.76,2.88,2.88,2.32,0.01,0.38,0.37,0.25,0.13,0.05,0.13,0.09,0.01,0.46,0.46,0.39,0.07,0.17,0.17,0.12,9.06,0.10,0.18,0.02,27.00,27.77,4.56,74.63,220.00,10.00,40.50,129.00,4.00,6.80,101.76,104.89,9.50,32.00,0.00,2.00,2.00,4.00,2.00,14.43
Jarvis Landry,11,2,63,2014,21,3,28,11.47457265,137,1809,13.20437956,4.89,1.00,0.40,0.21,1.61,3.66,3.66,1.81,1.12,2.94,2.94,2.03,0.01,0.40,0.40,0.24,0.07,0.08,0.08,0.07,0.02,0.37,0.37,0.29,-0.02,0.08,0.08,0.03,5.28,0.02,0.09,0.06,28.00,28.19,4.72,71.50,205.00,12.00,30.00,111.50,4.64,7.61,82.96,78.49,10.25,31.75,0.00,2.00,5.00,6.00,3.00,14.41
Malcolm Kelly,2,2,51,2008,21,3,33,14.65352564,144,2285,15.86805556,4.363636364,2,0.32,0.25,1.401785714,2.92920354,2.0525,2.127829751,1.00483631,2.319037894,1.48765625,1.603843485,0.210,0.412,0.229,0.284,0.01,-0.09,0.16,0.03,0.22,0.23,0.37,0.30,0.04,-0.06,0.13,0.04,2.757986286,0.02,0.04,-0.01,27,27.44612591,4.73,75.75,224,10,32,117,4.29,7.05,89.50214651,95.05629342,9.25,32.5,0,0,0,0,0,2.045
Jordan Matthews,11,2,42,2014,22,4,41,17.96596154,261,3760,14.40613027,6.37,1.00,0.48,0.33,2.25,3.93,3.93,2.62,1.70,3.37,3.37,2.73,0.23,0.48,0.48,0.38,0.09,0.15,0.15,0.13,0.09,0.50,0.50,0.44,0.10,0.19,0.19,0.16,9.19,0.17,0.23,0.06,26.00,26.41,4.46,75.13,212.00,21.00,35.50,120.00,4.18,6.95,107.16,111.94,10.38,33.25,0.00,0.00,1.00,2.00,0.00,12.66
Earl Bennett,11,3,70,2008,21,3,35,18.66679293,236,2852,12.08474576,6.742857143,1,0.40,0.38,1.883870968,3.400593472,2.344632768,2.543032403,1.28054741,2.683382789,1.945951036,1.969960412,0.356,0.425,0.343,0.375,0.16,0.02,0.17,0.12,0.28,0.39,0.47,0.38,0.10,0.10,0.24,0.15,1.452536434,0.11,0.12,0.04,28,28.74302746,4.48,71.5,209,15,29,110,4.22,7.15,103.7681862,98.18664975,9.5,32.13,0,0,0,0,0,8.785
Brandin Cooks,10,1,20,2014,20,3,38,19.2534188,226,3272,14.47787611,5.95,1.00,0.39,0.23,0.78,2.78,2.78,1.95,0.35,2.32,2.32,1.49,0.15,0.39,0.39,0.26,-0.05,0.07,0.07,0.00,0.11,0.36,0.36,0.25,-0.07,0.07,0.07,0.02,16.39,-0.01,0.09,0.01,27.00,27.31,4.33,69.75,189.00,16.00,36.00,120.00,3.81,6.76,107.53,96.83,9.63,30.75,0.00,2.00,4.00,4.00,4.00,15.87
Jordy Nelson,2,2,36,2008,23,3,32,18.53244949,206,2822,13.69902913,6.4375,1,0.50,0.30,2.103773585,3.149019608,3.149019608,2.190288494,1.559506531,2.632428356,2.632428356,1.69674938,0.417,0.496,0.496,0.356,0.10,0.14,0.14,0.02,0.30,0.47,0.47,0.33,0.01,0.15,0.15,0.02,12.683173,0.05,0.19,0.03,27,27.39613849,4.51,74.625,217,10,31,123,4.35,7.03,104.9019502,108.1269094,10.125,34.125,2,3,4,4,4,6.016666667
Marqise Lee,10,2,39,2014,22,3,36,21.86460761,248,3655,14.73790323,6.89,2.00,0.32,0.32,2.56,3.76,2.04,2.78,2.03,3.14,1.56,2.24,0.30,0.41,0.22,0.31,0.05,-0.11,0.09,0.01,0.32,0.25,0.47,0.35,0.09,-0.06,0.18,0.07,2.28,0.08,0.06,0.01,26.00,26.22,4.52,71.75,192.00,11.00,38.00,127.00,4.01,7.01,92.00,87.66,9.50,31.75,0.00,0.00,0.00,0.00,0.00,7.64
Davante Adams,8,2,53,2014,21,2,26,29.38846154,233,3031,13.00858369,8.96,1.00,0.41,0.30,2.45,2.55,2.55,2.50,1.89,1.97,1.97,1.93,0.34,0.41,0.41,0.38,0.09,0.09,0.09,0.09,0.31,0.34,0.34,0.32,0.07,0.05,0.07,0.06,19.61,0.04,0.05,0.05,28.00,28.07,4.56,72.88,212.00,14.00,38.25,125.00,4.30,6.82,98.06,96.39,9.00,32.63,1.00,3.00,3.00,4.00,1.00,10.14
Paul Richardson,10,2,45,2014,22,3,31,16.7075,156,2412,15.46153846,5.03,1.00,0.46,0.25,1.29,3.27,3.27,1.93,0.81,2.71,2.71,1.44,0.24,0.46,0.46,0.30,0.04,0.13,0.13,0.04,0.19,0.45,0.45,0.27,0.01,0.14,0.14,0.03,7.08,0.01,0.18,0.06,23.00,23.49,4.40,72.38,175.00,10.00,37.75,124.00,4.28,7.06,93.38,90.53,8.88,32.63,0.00,0.00,0.00,0.00,0.00,4.96
Kelvin Benjamin,0,1,28,2014,23,2,27,12.86126374,84,1506,17.92857143,3.11,2.00,0.29,0.16,1.16,2.29,2.29,1.73,0.65,1.62,1.62,1.14,0.15,0.29,0.29,0.22,-0.18,-0.07,-0.07,-0.12,0.13,0.23,0.23,0.18,-0.17,-0.09,-0.09,-0.13,6.07,-0.10,0.04,0.02,28.00,28.46,4.61,77.00,240.00,13.00,32.75,119.00,4.47,7.33,106.28,116.63,10.25,34.88,0.00,0.00,1.00,2.00,0.00,13.46
Cody Latimer,4,2,56,2014,22,3,32,12.79722222,135,2042,15.12592593,4.22,1.00,0.27,0.17,0.37,2.34,2.34,1.40,-0.12,1.55,1.55,0.81,0.13,0.27,0.27,0.21,-0.07,-0.05,-0.02,-0.05,0.06,0.30,0.30,0.26,-0.12,0.01,0.01,-0.05,5.38,-0.03,0.01,0.02,27.00,27.23,4.49,74.50,215.00,23.00,39.00,121.75,4.25,6.96,105.80,108.69,9.63,32.63,0.00,0.00,0.00,0.00,0.00,2.06
Andre Caldwell,11,3,97,2008,23,5,46,12.18890909,185,2349,12.6972973,4.02173913,2,0.22,0.15,0.4285714286,2.108033241,2.108033241,1.212002047,-0.03361344538,1.182548476,1.182548476,0.7809393934,0.027,0.223,0.223,0.125,-0.17,-0.14,-0.10,-0.14,0.05,0.23,0.23,0.20,-0.13,-0.09,-0.03,-0.09,8.029112875,-0.07,0.04,0.02,27,27.47595345,4.37,72.25,204,18,34.75,124,4.11,6.75,111.8753521,108.0904432,9.13,32.75,0,0,0,0,0,5.23
Early Doucet,11,3,81,2008,22,4,41,11.71062306,160,1943,12.14375,3.902439024,3,0.21,0.17,0.8132911392,2.109289617,1.198630137,1.300441612,0.3025316456,1.421605717,0.7749127048,0.7504569612,0.106,0.251,0.169,0.177,-0.09,-0.16,-0.07,-0.10,0.11,0.17,0.24,0.18,-0.08,-0.14,-0.05,-0.09,5.52793811,-0.09,0.03,0.00,28,28.24703975,4.64,72.125,209,10,34.5,114,4.6,7.39,90.17878083,86.82629439,9.400471014,31.96614679,0,0,0,0,0,4.963333333
Donte Moncrief,11,3,90,2014,21,2,25,16.59070513,125,1917,15.336,5.00,1.00,0.31,0.25,2.39,2.39,1.92,2.15,1.89,1.89,1.45,1.67,0.36,0.36,0.25,0.31,0.11,-0.07,0.11,0.02,0.30,0.25,0.30,0.28,0.06,-0.03,0.06,0.01,0.09,0.00,-0.02,-0.01,28.00,28.09,4.40,74.38,221.00,13.00,39.50,132.00,4.30,7.02,117.93,120.74,9.13,32.38,0.00,0.00,0.00,1.00,0.00,9.98
William Franklin,2,4,105,2008,22,4,39,10.20708042,142,2085,14.68309859,3.641025641,3,0.18,0.13,0.8824786325,1.79049676,1.218213058,1.061656529,0.4713064713,1.143988481,0.6362675126,0.7505208216,0.057,0.219,0.139,0.140,-0.11,-0.19,-0.10,-0.13,0.06,0.16,0.23,0.18,-0.09,-0.15,-0.06,-0.10,0.4699716167,-0.10,0.02,-0.02,28,28.62437861,4.37,72.5,214,10,37.5,131,4.25149061,6.964760192,117.359438,114.1757254,9.75,32.5,0,0,0,0,0,1.53
Josh Huff,10,3,86,2014,22,4,43,12.72012238,144,2366,16.43055556,3.35,1.00,0.34,0.16,0.77,2.81,2.81,1.50,0.29,2.23,2.23,1.01,0.10,0.34,0.34,0.18,-0.10,0.00,0.00,-0.10,0.10,0.30,0.30,0.18,-0.09,-0.01,-0.01,-0.08,2.56,-0.09,0.04,0.01,28.00,28.53,4.52,71.25,206.00,14.50,36.25,117.00,4.17,7.01,99.14,93.16,9.38,31.25,0.00,0.00,0.00,0.00,0.00,4.11
Josh Morgan,0,6,174,2008,23,4,44,9.008372183,122,1817,14.89344262,2.772727273,2,0.25,0.17,1.088050314,1.564784053,1.46031746,1.377197614,0.5756813417,0.9742504409,0.9742504409,0.8022149571,0.134,0.249,0.247,0.209,-0.12,-0.11,-0.08,-0.11,0.14,0.20,0.20,0.18,-0.10,-0.12,-0.10,-0.11,-0.7676685428,-0.10,0.01,0.01,29,29.49624414,4.51,72.25,219,14,40.5,120,4.34,7.11,105.8687884,102.2875287,9,32.25,0,0,0,0,0,7.466666667
Steve Johnson,11,7,224,2008,21,2,20,11.73296703,72,1200,16.66666667,3.6,1,0.30,0.14,0.3655172414,1.986641221,1.986641221,1.176079231,-0.1512931034,1.51043257,1.51043257,0.6795697333,0.038,0.302,0.302,0.170,-0.21,-0.02,-0.02,-0.12,0.04,0.28,0.28,0.28,-0.19,-0.01,-0.01,-0.10,4.225613357,0.01,0.00,0.02,27,27.05344737,4.55,73.875,210,10,32.5,121,4.26,7.07,97.99495183,98.98683509,9.375,32.375,0,1,3,3,1,7.166666667
Jared Abbrederis,4,5,176,2014,23,4,49,13.70998168,202,3140,15.54455446,4.12,1.00,0.37,0.27,1.05,3.06,3.06,2.47,0.32,2.58,2.58,1.82,0.14,0.37,0.37,0.28,-0.11,0.01,0.02,-0.03,0.11,0.42,0.42,0.30,-0.13,0.10,0.10,0.01,5.13,0.02,0.14,0.05,25.00,25.73,4.50,73.00,195.00,4.00,30.50,117.00,4.08,6.80,95.11,93.81,9.63,31.38,0.00,0.00,0.00,0.00,0.00,2.46
Calvin Johnson,0,1,2,2007,21,3,37,17.4207265,178,2927,16.44382022,4.810810811,1,0.55,0.38,2.426086957,3.266304348,3.266304348,2.605597739,1.968530021,2.862941576,2.862941576,2.185165857,0.395,0.553,0.553,0.463,0.19,0.23,0.23,0.20,0.38,0.51,0.51,0.42,0.20,0.22,0.22,0.18,8.41270654,0.14,0.23,0.06,28,28.3409731,4.35,77,239,10,42.5,139,4.25149061,6.964760192,133.4968041,146.5013505,9.75,36,4,5,8,8,7,13.85666667
Bruce Ellington,11,4,106,2014,23,3,34,11.10027778,106,1586,14.96226415,3.12,1.00,0.25,0.16,0.67,2.03,2.03,1.45,0.09,1.57,1.57,0.94,0.07,0.25,0.25,0.18,-0.18,-0.08,-0.08,-0.12,0.09,0.23,0.23,0.17,-0.15,-0.07,-0.07,-0.11,0.59,-0.10,-0.04,-0.02,28.00,28.78,4.45,69.38,197.00,15.00,39.50,120.00,3.95,6.69,100.47,89.50,9.63,31.00,0.00,0.00,0.00,0.00,0.00,3.67
Craig Davis,11,1,30,2007,21,3,35,10.90984848,134,2054,15.32835821,3.828571429,2,0.20,0.23,2.085443038,2.284153005,2.284153005,1.974124607,1.574683544,1.596469105,1.596469105,1.382050883,0.162,0.194,0.194,0.166,-0.04,-0.12,-0.04,-0.09,0.27,0.26,0.27,0.24,0.09,-0.03,0.09,0.00,3.230831055,-0.03,0.07,0.06,27,27.03164182,4.475,73.375,207,10,35.90447598,121,4.25149061,6.964760192,103.2352901,102.8732894,9.400471014,31.96614679,0,0,0,0,0,3.465
Dwayne Bowe,11,1,23,2007,22,4,40,12.19929487,154,2403,15.6038961,3.85,1,0.35,0.19,1.889240506,2.704918033,2.704918033,1.707679978,1.378481013,2.017234132,2.017234132,1.596719863,0.016,0.351,0.351,0.237,0.00,0.02,0.02,0.01,0.03,0.30,0.30,0.26,0.01,0.00,0.01,-0.01,3.966586887,-0.01,0.03,0.06,28,28.18367778,4.51,74.25,221,10,33,125,4.35,6.81,106.8356267,109.0161686,9.63,34.25,1,1,4,4,2,13.32333333
Martavis Bryant,0,4,118,2014,22,3,25,10.36349206,61,1354,22.19672131,2.44,2.00,0.19,0.08,0.42,1.68,1.68,0.92,-0.08,1.19,1.19,0.56,0.06,0.19,0.19,0.11,-0.19,-0.15,-0.15,-0.17,0.06,0.19,0.19,0.19,-0.18,-0.11,-0.11,-0.15,2.47,-0.09,0.00,0.00,25.00,25.85,4.42,75.75,211.00,16.00,39.00,124.00,4.15,7.18,110.57,117.43,9.50,32.63,0.00,0.00,0.00,0.00,0.00,15.28
Kevin Norwood,11,4,123,2014,24,4,18,8.427272727,81,1275,15.74074074,4.50,2.00,0.20,0.09,1.41,1.56,1.56,0.91,0.78,1.09,1.09,0.94,0.03,0.20,0.20,0.10,-0.22,-0.18,-0.18,-0.20,0.02,0.18,0.18,0.16,-0.17,-0.23,-0.17,-0.20,0.73,-0.11,-0.01,-0.01,25.00,25.42,4.48,74.00,198.00,8.00,33.00,121.00,4.32,6.68,98.31,99.64,10.00,32.13,0.00,0.00,0.00,0.00,0.00,1.38
Devin Street,0,5,146,2014,23,4,47,12.83221154,202,2901,14.36138614,4.30,2.00,0.31,0.22,0.89,2.47,2.14,1.82,0.28,1.86,1.49,1.24,0.12,0.31,0.31,0.23,-0.13,-0.05,-0.05,-0.09,0.12,0.28,0.29,0.24,-0.12,-0.04,-0.01,-0.05,6.47,-0.04,0.09,0.05,24.00,24.83,4.55,74.88,198.00,10.00,37.00,124.00,4.01,6.83,92.40,95.87,9.25,33.38,0.00,0.00,0.00,0.00,0.00,1.64
Quincy Enunwa,4,6,209,2014,22,4,37,7.856614219,114,1528,13.40350877,3.08,1.00,0.39,0.14,1.00,2.00,2.00,1.07,0.49,1.60,1.60,0.95,0.00,0.39,0.39,0.16,-0.11,0.05,0.05,-0.09,0.00,0.29,0.29,0.20,-0.10,-0.01,-0.01,-0.08,2.26,-0.09,0.01,0.01,28.00,28.89,4.45,74.00,225.00,19.00,35.90,121.75,4.25,6.96,114.76,116.31,9.50,32.63,0.00,0.00,0.00,0.00,0.00,7.80
Jason Hill,9,3,76,2007,22,3,31,19.65363636,148,2704,18.27027027,4.774193548,2,0.37,0.27,2.595360825,2.879265092,1.398601399,2.291075772,2.108063328,2.263274783,0.7380801017,1.703139404,0.490,0.490,0.248,0.393,0.24,-0.08,0.24,0.09,0.38,0.19,0.38,0.31,0.14,-0.11,0.14,0.03,2.740662387,0.02,0.00,-0.02,27,27.28679082,4.38,72.5,204,10,37,123,4.22,7.02,110.857153,107.8492516,9.63,32.75,0,0,0,0,0,4.01
Robert Herron,8,6,185,2014,22,4,40,12.49075126,152,2025,13.32236842,3.80,2.00,0.29,0.15,0.20,1.97,1.97,1.16,-0.24,1.42,1.42,0.68,0.01,0.29,0.29,0.17,-0.19,-0.04,-0.04,-0.10,0.03,0.28,0.28,0.15,-0.15,-0.03,-0.03,-0.09,7.15,-0.13,0.07,0.03,28.00,28.40,4.44,69.13,193.00,18.00,35.50,125.00,4.27,6.84,99.32,87.84,9.75,30.50,0.00,0.00,0.00,0.00,0.00,2.97
James Jones,13,3,78,2007,23,4,34,8.577632576,126,1496,11.87301587,3.705882353,1,0.41,0.18,1.205323194,3.089965398,3.089965398,1.272876387,0.5357760111,2.460739952,2.460739952,1.110416619,0.001,0.406,0.406,0.155,-0.20,0.05,0.05,-0.13,0.00,0.38,0.38,0.22,-0.13,0.06,0.06,-0.08,4.493643789,-0.06,0.10,0.05,27,27.49809813,4.615,72.75,207,21.5,34.5,122.5,4.2,7.06,91.26694629,89.40368472,9.125,32,0,0,1,3,0,7.036666667
Michael Campanaro,0,7,218,2014,23,4,39,16.1096875,229,2506,10.94323144,5.87,1.00,0.39,0.24,0.35,1.95,1.95,1.48,-0.09,1.61,1.61,1.05,0.03,0.39,0.38,0.24,-0.22,0.03,0.06,-0.07,0.06,0.34,0.34,0.21,-0.18,0.02,0.02,-0.05,9.03,-0.07,0.07,-0.03,28.00,28.05,4.46,69.38,192.00,20.00,39.00,122.00,4.01,6.77,97.05,86.45,9.00,30.25,0.00,0.00,0.00,0.00,0.00,5.11
Deandre Hopkins,0,1,27,2013,21,3,38,17.46483516,206,3020,14.66019417,5.42,1.00,0.39,0.26,1.56,2.97,2.97,2.13,1.15,2.45,2.45,1.65,0.24,0.39,0.39,0.28,0.04,0.07,0.07,0.02,0.25,0.34,0.34,0.28,0.07,0.05,0.07,0.04,10.83,0.00,0.06,0.01,28.00,28.23,4.60,73.00,214.00,15.00,36.00,115.00,4.50,6.88,96.01,94.69,10.00,33.38,4.00,4.00,5.00,5.00,5.00,15.16
Robert Woods,10,2,41,2013,21,3,36,20.81944444,250,2933,11.732,6.94,2.00,0.32,0.28,1.75,2.89,1.85,2.16,1.25,2.36,1.24,1.62,0.23,0.38,0.26,0.29,0.03,-0.06,0.12,0.03,0.25,0.23,0.37,0.28,0.07,-0.06,0.13,0.05,7.04,0.02,0.05,0.07,26.00,26.98,4.51,72.38,201.00,14.00,33.50,117.00,4.44,7.15,97.17,94.20,9.25,31.00,0.00,1.00,2.00,3.00,2.00,9.25
Tavon Austin,2,1,8,2013,22,4,52,18.12307692,288,3413,11.85069444,5.54,2.00,0.30,0.23,0.44,2.40,2.40,1.77,-0.28,1.79,1.79,1.15,0.07,0.31,0.29,0.23,-0.13,-0.05,0.06,-0.05,0.06,0.30,0.30,0.23,-0.12,-0.01,0.05,-0.03,17.81,-0.05,0.11,0.07,26.00,26.07,4.34,68.50,174.00,14.00,32.00,120.00,4.01,6.96,98.09,85.19,9.13,30.00,0.00,0.00,0.00,1.00,0.00,9.43
Legedu Naanee,13,5,172,2007,23,4,38,5.595137363,74,1073,14.5,1.947368421,3,0.24,0.09,0.1274787535,1.767973856,1.767973856,0.7879236461,-0.342776204,1.21752451,1.21752451,0.5610259464,0.000,0.233,0.220,0.115,-0.31,-0.14,-0.10,-0.18,0.00,0.20,0.20,0.18,-0.28,-0.12,-0.12,-0.18,0.4984029823,-0.09,0.05,0.00,28,28.6937896,4.45,74.25,225,19,40,118.5,4.25,6.78,114.7552253,117.0977693,10.625,32.25,0,0,0,0,0,3.556666667
Justin Hunter,11,2,34,2013,22,3,24,16.93240741,106,1812,17.09433962,4.42,1.00,0.27,0.15,0.99,2.27,2.27,1.35,0.33,1.66,1.66,0.99,0.20,0.27,0.27,0.19,-0.06,-0.06,-0.06,-0.06,0.13,0.29,0.29,0.21,-0.11,-0.02,-0.02,-0.07,5.11,-0.07,0.01,0.03,23.00,23.86,4.44,76.00,196.00,10.00,40.00,137.00,4.33,7.24,100.87,107.84,9.38,33.25,0.00,0.00,0.00,0.00,0.00,6.82
Keenan Allen,10,3,76,2013,21,3,33,18.28761979,205,2570,12.53658537,6.21,1.00,0.41,0.31,1.48,3.05,2.01,2.18,1.08,2.62,1.53,1.74,0.27,0.39,0.38,0.35,0.07,0.06,0.13,0.09,0.23,0.29,0.42,0.32,0.05,0.01,0.18,0.08,3.37,0.05,0.03,0.01,26.00,26.45,4.71,74.00,206.00,10.00,35.90,121.75,4.25,6.96,97.68,95.79,9.00,30.88,1.00,3.00,4.00,5.00,3.00,16.09
Greg Jennings,7,2,52,2006,22,4,40,19.08503788,238,3539,14.8697479,5.95,1,0.47,0.26,2.333333333,3.278645833,3.278645833,2.110281268,1.647962963,2.690104167,2.690104167,2.14952199,0.022,0.465,0.465,0.321,0.11,0.13,0.13,0.12,0.04,0.46,0.46,0.37,0.05,0.16,0.16,0.10,12.96762577,0.08,0.17,0.06,27,27.37915086,4.46,71.125,197,10,36.5,117,4.18,6.69,99.57648389,93.2339674,9.13,31,0,3,5,6,3,14.19666667
Terrance Williams,2,3,74,2013,23,4,39,14.64791667,201,3294,16.3880597,5.15,1.00,0.38,0.18,1.03,3.86,3.86,1.80,0.60,3.08,3.08,1.74,0.00,0.38,0.38,0.20,-0.17,0.02,0.02,-0.08,0.01,0.41,0.41,0.25,-0.16,0.09,0.09,-0.05,9.69,-0.03,0.14,0.05,26.00,26.71,4.52,74.00,208.00,11.00,32.50,119.00,4.32,7.01,99.66,101.01,8.63,31.25,0.00,0.00,0.00,0.00,0.00,9.58
Chad Jackson,11,2,36,2006,21,3,26,12.76666667,120,1586,13.21666667,4.615384615,1,0.39,0.17,1.592137592,2.337662338,2.337662338,1.341131996,1.021060021,1.795204795,1.795204795,1.408132408,0.031,0.391,0.391,0.208,-0.05,0.07,0.07,0.01,0.01,0.33,0.33,0.27,-0.04,0.04,0.04,0.00,6.970620639,-0.01,0.06,0.03,28,28.19816031,4.34,72.875,213,10,38.5,122,4.03,6.74,120.0744707,118.0288373,8.5,32.75,0,0,0,0,0,3.625
Aaron Dobson,5,2,59,2013,22,4,39,14.2345979,165,2398,14.53333333,4.23,3.00,0.26,0.17,1.64,1.64,1.12,1.32,1.16,1.16,0.76,1.02,0.21,0.39,0.12,0.24,-0.01,-0.22,0.07,-0.05,0.13,0.15,0.26,0.22,0.03,-0.15,0.03,-0.06,4.37,-0.05,0.02,-0.02,26.00,26.42,4.42,74.75,210.00,16.00,35.00,121.00,4.38,7.24,110.04,113.81,9.50,32.25,0.00,0.00,0.00,0.00,0.00,5.78
Sinorice Moss,0,2,44,2006,22,4,30,6.207083333,68,1106,16.26470588,2.266666667,1,0.27,0.09,0.9486486486,1.816568047,1.816568047,0.7763884929,0.361954262,1.336908284,1.336908284,0.849431273,0.004,0.268,0.268,0.106,-0.19,-0.06,-0.06,-0.13,0.01,0.24,0.24,0.18,-0.16,-0.07,-0.07,-0.12,-2.28491974,-0.10,-0.04,-0.01,28,28.1288651,4.41,68,185,10,42,123,4.25149061,6.964760192,97.82443904,83.72015697,9.125,32.25,0,0,0,0,0,3.68
Stedman Bailey,2,3,92,2013,22,3,35,20.88518519,210,3218,15.32380952,6.00,1.00,0.47,0.23,0.83,3.03,3.03,2.07,0.31,2.41,2.41,1.48,0.14,0.47,0.47,0.31,-0.11,0.14,0.14,0.01,0.11,0.38,0.38,0.26,-0.12,0.07,0.07,-0.02,15.37,-0.02,0.10,0.07,27.00,27.50,4.55,70.25,193.00,11.00,34.50,117.00,4.09,6.81,90.06,82.26,9.88,32.63,0.00,0.00,0.00,0.00,0.00,5.86
Brandon Marshall,5,4,119,2006,22,4,25,9.628445513,111,1660,14.95495495,4.44,1,0.42,0.13,0.4290780142,1.370412844,1.370412844,0.483408177,0.2365543735,1.1367737,1.1367737,0.6866640369,0.002,0.425,0.425,0.145,-0.12,0.09,0.09,-0.02,0.00,0.39,0.39,0.39,-0.10,0.08,0.08,-0.01,4.638831877,0.11,0.11,0.06,27,27.51128775,4.56,76.5,229,10,37,120,4.36,7.01,105.9268621,114.7398777,10.375,33.75,5,7,8,9,7,13.88333333
Markus Wheaton,10,3,79,2013,22,4,46,14.62719017,227,2994,13.18942731,4.93,1.00,0.36,0.21,0.19,2.47,2.47,1.61,-0.27,1.98,1.98,1.14,0.01,0.36,0.36,0.20,-0.19,0.03,0.03,-0.08,0.03,0.31,0.31,0.22,-0.16,0.01,0.03,-0.03,6.92,-0.04,0.05,0.04,26.00,26.36,4.45,71.00,189.00,20.00,37.00,120.00,4.02,6.80,96.39,89.94,9.13,32.63,0.00,0.00,0.00,0.00,0.00,6.69
